Price,Levy,Model,Category,Leather interior,Engine volume,Mileage,Cylinders,Drive wheels,Doors,Wheel,Color,Airbags,turbo,engine_volume,brand,fuel_type,Gear_box,year,price_win,Mileage_win,Levy_wins,Cylinders_wins,Category_enc,Fuel_type_enc,Drive_wheels_enc,Gear_box_enc,Manufacturer_enc
10506,649,FIT SPORT,Hatchback,0,1.5,164800,4,Front,4,Left wheel,Silver,8,0,1.5,HONDA,Petrol,Automatic,2010,10506,164800,649,4,4,5,2,1,19
9346,761,Prius,Hatchback,1,1.8,226000,4,Front,4,Left wheel,Blue,8,0,1.8,TOYOTA,Hybrid,Automatic,2010,9346,226000,761,4,4,3,2,1,54
7213,1172,Sienna,Sedan,1,3.5,210538,6,Front,4,Left wheel,White,12,0,3.5,TOYOTA,Petrol,Automatic,2011,7213,210538,1172,6,9,5,2,1,54
40092,730,Actyon,SUV,1,1.6,82658,4,Front,4,Left wheel,Blue,4,0,1.6,SSANGYONG,Diesel,Automatic,2016,38124.099999999795,82658,730,4,10,2,2,1,51
25089,974.9808777939711,Captiva,SUV,1,3,103000,6,4x4,4,Left wheel,Silver,6,0,3,CHEVROLET,Petrol,Automatic,2014,25089,103000,974.9808777939711,6,10,5,1,1,7
5331,1500.003044663706,325,Sedan,1,2.5,300000,6,Rear,4,Left wheel,Black,9,0,2.5,BMW,Petrol,Manual,1995,5331,300000,1500.003044663706,6,9,5,3,2,4
5645,1101.474774232243,330,Coupe,1,3,178000,6,Rear,2,Left wheel,Black,6,0,3,BMW,Petrol,Tiptronic,2010,5645,178000,1101.474774232243,6,2,5,3,3,4
14113,650,Cruze LT,Sedan,0,1.4,79000,4,Front,4,Left wheel,White,12,0,1.4,CHEVROLET,Petrol,Tiptronic,2016,14113,79000,650,4,9,5,2,3,7
22266,754.6639065250267,Prius,Hatchback,0,1.8,59000,4,Front,4,Left wheel,Black,12,0,1.8,TOYOTA,Hybrid,Variator,2012,22266,59000,754.6639065250267,4,4,3,2,4,54
9095,475,Volt,Sedan,1,1.4,107169,4,Front,4,Left wheel,Black,8,0,1.4,CHEVROLET,Plug-in Hybrid,Automatic,2012,9095,107169,475,4,9,6,2,1,7
862,447,Insight,Hatchback,1,1.3,143597,4,Front,4,Left wheel,Silver,0,0,1.3,HONDA,Hybrid,Automatic,2013,862,143597,473,4,4,3,2,1,19
941,1055,RX 450,SUV,1,3.5,361603,6,Front,4,Left wheel,Black,12,0,3.5,LEXUS,Hybrid,Automatic,2013,941,328000,1055,6,10,3,2,1,29
5331,1288,Captiva,SUV,1,2,50412,4,Front,4,Left wheel,White,4,0,2,CHEVROLET,Diesel,Automatic,2007,5331,50412,1288,4,10,2,2,1,7
6272,874.9034694638416,Civic,Hatchback,0,1.5,272000,4,Front,2,Left wheel,Red,2,0,1.5,HONDA,Petrol,Manual,1995,6272,272000,874.9034694638416,4,4,5,2,2,19
9656,308,FIT,Hatchback,1,1.5,152203,4,Front,4,Left wheel,Silver,4,0,1.5,HONDA,Hybrid,Automatic,2015,9656,152203,473,4,4,3,2,1,19
392,1058,ML 350,SUV,1,3.5,138766,6,4x4,4,Left wheel,Silver,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2012,392,138766,1058,6,10,5,1,1,33
4547,601.59403005229,Vectra B,Sedan,0,1.8,0,4,Front,4,Left wheel,Blue,2,0,1.8,OPEL,CNG,Manual,1996,4547,2093.200000000008,601.59403005229,4,9,1,2,2,39
1568,1493,E 350,Sedan,1,3.5,77205,6,Rear,4,Left wheel,Grey,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2016,1568,77205,1493,6,9,2,3,1,33
392,1017,E 300,Sedan,1,2,1600,4,Rear,4,Left wheel,Black,12,0,2,MERCEDES-BENZ,Petrol,Automatic,2017,392,2093.200000000008,1017,4,9,5,3,1,33
1700,882.9501545441512,Laguna,Universal,0,1.6,10000,4,Front,4,Left wheel,Blue,2,0,1.6,RENAULT,Petrol,Manual,1996,1700,10000,882.9501545441512,4,11,5,2,2,43
941,1053,E 350,Sedan,1,3.5,99562,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2014,941,99562,1053,6,9,5,1,1,33
5209,419,March,Hatchback,1,1.2,86146,4,Front,4,Left wheel,Black,4,0,1.2,NISSAN,Petrol,Automatic,2013,5209,86146,473,4,4,5,2,1,38
14113,761,Prius,Sedan,0,1.8,277000,4,Front,4,Left wheel,White,10,0,1.8,TOYOTA,Hybrid,Automatic,2010,14113,277000,761,4,9,3,2,1,54
12544,749,Sonata,Sedan,1,2.4,89000,4,Front,4,Left wheel,White,0,0,2.4,HYUNDAI,Petrol,Tiptronic,2014,12544,89000,749,4,9,5,2,3,21
12231,862,Camry,Sedan,0,2.5,123345,4,Front,4,Left wheel,Grey,12,0,2.5,TOYOTA,Hybrid,Tiptronic,2011,12231,123345,862,4,9,3,2,3,54
549,1058,Highlander,SUV,1,3.5,0,6,4x4,4,Left wheel,Grey,12,0,3.5,TOYOTA,Hybrid,Automatic,2012,549,2093.200000000008,1058,6,10,3,1,1,54
14113,1256.422305217657,Ipsum S,Minivan,0,2.4,177000,4,Front,4,Right-hand drive,Silver,4,0,2.4,TOYOTA,LPG,Automatic,2004,14113,177000,1256.422305217657,4,7,4,2,1,54
20789,836,Santa FE,SUV,1,2,208130,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2010,20789,208130,836,4,10,2,2,1,21
10349,1273,TLX,Sedan,1,3.5,70562,6,4x4,4,Left wheel,White,12,0,3.5,ACURA,Petrol,Automatic,2015,10349,70562,1273,6,9,5,1,1,1
14113,808.1261997959881,Cooper S Cabrio R56,Coupe,0,1.6,101000,4,Front,2,Left wheel,White,8,0,1.6,MINI,Petrol,Manual,2010,14113,101000,808.1261997959881,4,2,5,2,2,35
5175,833.7220196003562,Cr-v,SUV,0,2,240000,4,Front,4,Right-hand drive,Carnelian red,4,0,2,HONDA,CNG,Automatic,1996,5175,240000,833.7220196003562,4,10,1,2,1,19
1254,585,Elantra,Hatchback,1,1.8,93650,4,Front,4,Left wheel,Blue,12,0,1.8,HYUNDAI,Petrol,Automatic,2013,1254,93650,585,4,4,5,2,1,21
549,528,Fiesta,Sedan,1,1.6,126715,4,Front,4,Left wheel,White,12,0,1.6,FORD,Petrol,Automatic,2014,549,126715,528,4,9,5,2,1,14
18503,1186.6736792575446,Camry,Sedan,0,2.5,220000,4,Front,4,Left wheel,White,10,0,2.5,TOYOTA,Hybrid,Variator,2013,18503,220000,1186.6736792575446,4,9,3,2,4,54
26657,919,ML 350,SUV,1,3,271701,6,4x4,4,Left wheel,White,12,0,3,MERCEDES-BENZ,Diesel,Automatic,2012,26657,271701,919,6,10,2,1,1,33
20500,1191.081755733804,Camry,Sedan,1,2.5,152000,4,Front,4,Left wheel,Black,8,0,2.5,TOYOTA,Petrol,Tiptronic,2013,20500,152000,1191.081755733804,4,9,5,2,3,54
19281,986,Compass,SUV,1,2.4,140000,4,Front,4,Left wheel,Green,4,0,2.4,JEEP,Petrol,Automatic,2010,19281,140000,986,4,10,5,2,1,25
18503,586,Prius,Hatchback,0,1.8,160000,4,Front,4,Left wheel,Grey,16,0,1.8,TOYOTA,Hybrid,Variator,2012,18503,160000,586,4,4,3,2,4,54
3136,765,Mx-5,Sedan,1,2,82654,4,Rear,4,Left wheel,Grey,12,0,2,MAZDA,Petrol,Automatic,2015,3136,82654,765,4,9,5,3,1,32
32412,777,H1,Minivan,1,2.5,131957,4,Front,4,Left wheel,White,4,0,2.5,HYUNDAI,Diesel,Automatic,2014,32412,131957,777,4,7,2,2,1,21
16621,629,Elantra,Sedan,1,1.6,135378,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Petrol,Automatic,2015,16621,135378,629,4,9,5,2,1,21
22577,1642.3988746263628,Crafter,Goods wagon,0,2.5,228000,4,Rear,4,Left wheel,White,2,0,2.5,VOLKSWAGEN,Diesel,Manual,2007,22577,228000,1597.7933519556452,4,3,2,3,2,57
42692,730,Actyon,SUV,1,1.6,36000,4,Front,4,Left wheel,Blue,4,0,1.6,SSANGYONG,Petrol,Automatic,2016,38124.099999999795,36000,730,4,10,5,2,1,51
25716,1152.066479801141,Prius plugin,Hatchback,0,1.8,75000,12,Front,4,Left wheel,Silver,10,0,1.8,TOYOTA,Plug-in Hybrid,Automatic,2012,25716,75000,1152.066479801141,6,4,6,2,1,54
392,1017,A 140,SUV,1,2,38918,4,4x4,4,Left wheel,White,12,0,2,MERCEDES-BENZ,Petrol,Automatic,2017,392,38918,1017,4,10,5,1,1,33
3450,481,114,Sedan,1,2,0,4,Rear,4,Left wheel,Black,12,0,2,BMW,Hybrid,Automatic,2017,3450,2093.200000000008,481,4,9,3,3,1,4
7213,1024,RAV 4,SUV,1,2.5,108456,4,4x4,4,Left wheel,Silver,12,0,2.5,TOYOTA,Petrol,Automatic,2010,7213,108456,1024,4,10,5,1,1,54
11604,639,Sonata,Sedan,1,2,312690,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,LPG,Automatic,2014,11604,312690,639,4,9,4,2,1,21
282,1079,Elantra,Sedan,1,2,17254,4,Front,4,Left wheel,Grey,12,0,2,HYUNDAI,Petrol,Automatic,2018,314,17254,1079,4,9,5,2,1,21
2979,1079,Elantra,Sedan,1,2,63195,4,Front,4,Left wheel,Black,12,0,2,HYUNDAI,Petrol,Automatic,2018,2979,63195,1079,4,9,5,2,1,21
15681,1103,Cadenza,Sedan,1,3,53772,4,Front,4,Left wheel,Silver,4,0,3,KIA,Petrol,Automatic,2015,15681,53772,1103,4,9,5,2,1,26
12544,557,Fiesta,Hatchback,1,1.7,72000,4,Front,4,Left wheel,Black,0,0,1.7,FORD,Petrol,Automatic,2013,12544,72000,557,4,4,5,2,1,14
18189,779,Camry,Sedan,1,2.5,90000,4,Front,4,Left wheel,Grey,12,0,2.5,TOYOTA,Petrol,Tiptronic,2013,18189,90000,779,4,9,5,2,3,54
9408,838.5156649714887,E 320,Sedan,1,3.2,230000,6,Rear,4,Left wheel,Black,6,0,3.2,MERCEDES-BENZ,CNG,Automatic,1998,9408,230000,838.5156649714887,6,9,1,3,1,33
20385,1300.7745834133405,Sonata 2.0t,Sedan,1,2,203200,4,Front,4,Left wheel,Black,8,0,2,HYUNDAI,Petrol,Tiptronic,2012,20385,203200,1300.7745834133405,4,9,5,2,3,21
34635,1077,Civic,Sedan,1,2,2927,4,Front,4,Left wheel,Grey,4,0,2,HONDA,Petrol,Automatic,2019,34635,2927,1077,4,9,5,2,1,19
17942,640,Orlando,SUV,1,2,143743,4,Front,4,Left wheel,White,4,0,2,CHEVROLET,Diesel,Automatic,2013,17942,143743,640,4,10,2,2,1,7
12074,585,Elantra,Sedan,0,1.8,80699,4,Front,4,Left wheel,Black,0,0,1.8,HYUNDAI,Petrol,Automatic,2013,12074,80699,585,4,9,5,2,1,21
14269,761,Prius,Hatchback,0,1.8,208000,4,Front,4,Left wheel,Blue,8,0,1.8,TOYOTA,Hybrid,Automatic,2010,14269,208000,761,4,4,3,2,1,54
19757,896.2117930030889,Jetta,Sedan,1,2.5,120800,5,Front,4,Left wheel,Silver,6,0,2.5,VOLKSWAGEN,Petrol,Tiptronic,2012,19757,120800,896.2117930030889,5,9,5,2,3,57
392,779,Camry,Sedan,1,2.5,124184,4,Front,4,Left wheel,Silver,12,0,2.5,TOYOTA,Hybrid,Automatic,2013,392,124184,779,4,9,3,2,1,54
706,1055,ML 350,SUV,1,3.5,127416,6,4x4,4,Left wheel,White,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2013,706,127416,1055,6,10,5,1,1,33
8781,1045.866475523118,FIT,Hatchback,1,1.5,170000,4,Front,4,Right-hand drive,Beige,6,0,1.5,HONDA,Petrol,Variator,2005,8781,170000,1045.866475523118,4,4,5,2,4,19
7056,481,Fusion,Sedan,1,2,112862,4,Front,4,Left wheel,Blue,12,0,2,FORD,Hybrid,Automatic,2017,7056,112862,481,4,9,3,2,1,14
41578,730,Actyon,SUV,1,1.6,92888,4,Front,4,Left wheel,Black,4,0,1.6,SSANGYONG,Diesel,Automatic,2016,38124.099999999795,92888,730,4,10,2,2,1,51
10036,1024,H1,Minivan,1,2.5,60517,4,Front,4,Left wheel,Yellow,4,0,2.5,HYUNDAI,Diesel,Automatic,2010,10036,60517,1024,4,7,2,2,1,21
10663,765,Sonata,Sedan,1,2,333804,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,LPG,Automatic,2015,10663,328000,765,4,9,4,2,1,21
12256,761,Lacetti,Sedan,1,1.8,176682,4,Front,4,Left wheel,Black,4,0,1.8,CHEVROLET,Petrol,Automatic,2010,12256,176682,761,4,9,5,2,1,7
8000,882.2402171079714,Colt,Hatchback,0,1.5,169969,4,Front,4,Right-hand drive,Silver,2,0,1.5,MITSUBISHI,Petrol,Automatic,2006,8000,169969,882.2402171079714,4,4,5,2,1,36
314,753,Tucson,SUV,1,2.4,177080,4,Front,4,Left wheel,Silver,0,0,2.4,HYUNDAI,Petrol,Automatic,2012,314,177080,753,4,10,5,2,1,21
11604,623.0273130704437,Focus,Sedan,1,2,1000,4,Front,4,Left wheel,White,6,0,2,FORD,Petrol,Tiptronic,2013,11604,2093.200000000008,623.0273130704437,4,9,5,2,3,14
40076,891,Santa FE,SUV,1,2,150415,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2016,38124.099999999795,150415,891,4,10,2,2,1,21
7840,843,Prius C,Hatchback,0,1.5,180000,4,Front,5,Left wheel,Blue,8,0,1.5,TOYOTA,Petrol,Variator,2008,7840,180000,843,4,4,5,2,4,54
157,831,Sonata,Sedan,1,2.4,0,4,Front,4,Left wheel,Silver,0,0,2.4,HYUNDAI,Hybrid,Automatic,2011,314,2093.200000000008,831,4,9,3,2,1,21
17249,473,Cruze,Sedan,1,1.4,147718,4,Front,4,Left wheel,White,12,0,1.4,CHEVROLET,Petrol,Automatic,2014,17249,147718,473,4,9,5,2,1,7
21639,1390.0766171110645,E 280,Sedan,1,2.8,284500,6,Rear,4,Left wheel,Silver,12,0,2.8,MERCEDES-BENZ,Diesel,Tiptronic,2008,21639,284500,1390.0766171110645,6,9,2,3,3,33
7683,810,Elantra,Sedan,1,1.8,121840,4,Front,4,Left wheel,Blue,12,0,1.8,HYUNDAI,Petrol,Automatic,2016,7683,121840,810,4,9,5,2,1,21
13178,687,Elantra,Sedan,1,1.6,86660,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2010,13178,86660,687,4,9,5,2,1,21
11133,394,Camry,Sedan,1,2.5,179381,4,Front,4,Left wheel,Black,12,0,2.5,TOYOTA,Hybrid,Automatic,2014,11133,179381,473,4,9,3,2,1,54
1882,442,Prius,Sedan,1,1.8,47672,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2017,1882,47672,473,4,9,3,2,1,54
10976,1147.1315385057574,C 180,Sedan,0,1.8,214500,4,Rear,4,Left wheel,Black,4,0,1.8,MERCEDES-BENZ,Petrol,Manual,2009,10976,214500,1147.1315385057574,4,9,5,3,2,33
34572,697,Civic,Sedan,1,1.8,67190,4,Front,4,Left wheel,White,4,0,1.8,HONDA,Petrol,Automatic,2015,34572,67190,697,4,9,5,2,1,19
23521,639,320,Sedan,1,2,59000,4,Rear,4,Left wheel,Black,12,0,2,BMW,Petrol,Tiptronic,2014,23521,59000,639,4,9,5,3,3,4
17249,749,Sonata,Sedan,1,2.4,111111,6,Front,4,Left wheel,White,6,0,2.4,HYUNDAI,Petrol,Tiptronic,2014,17249,111111,749,6,9,5,2,3,21
4200,1961.9865785673733,C 180,Sedan,0,2,307651,4,Rear,4,Right-hand drive,Blue,6,0,2,MERCEDES-BENZ,Petrol,Manual,2001,4200,307651,1597.7933519556452,4,9,5,3,2,33
28225,934,RAV 4,SUV,1,2.5,73931,4,Front,4,Left wheel,Silver,0,0,2.5,TOYOTA,Petrol,Automatic,2015,28225,73931,934,4,10,5,2,1,54
3607,781,Camry,Sedan,1,2.5,156518,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Automatic,2012,3607,156518,781,4,9,3,2,1,54
18033,814.0206862305193,Sonata S,Sedan,0,1.8,88600,4,Front,4,Left wheel,White,6,0,1.8,HYUNDAI,Petrol,Automatic,2013,18033,88600,814.0206862305193,4,9,5,2,1,21
10672,640,Orlando,SUV,1,2,71338,4,Front,4,Left wheel,Silver,4,0,2,CHEVROLET,Diesel,Automatic,2013,10672,71338,640,4,10,2,2,1,7
9408,1189.3298388371186,B 170,Sedan,0,1.7,142000,4,Front,4,Right-hand drive,Silver,8,0,1.7,MERCEDES-BENZ,Petrol,Tiptronic,2007,9408,142000,1189.3298388371186,4,9,5,2,3,33
18660,723,Cerato,Sedan,1,1.6,29420,4,Front,4,Left wheel,Silver,4,0,1.6,KIA,Diesel,Automatic,2016,18660,29420,723,4,9,2,2,1,26
549,585,Prius,Sedan,1,1.8,298248,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2013,549,298248,585,4,9,3,2,1,54
18817,594.6260653360914,Countryman,Hatchback,1,1.6,123984,4,Front,4,Left wheel,Green,8,0,1.6,MINI,Petrol,Automatic,2011,18817,123984,594.6260653360914,4,4,5,2,1,35
470,934,Altima,Sedan,1,2.5,118045,4,Front,4,Left wheel,Silver,12,0,2.5,NISSAN,Petrol,Automatic,2015,470,118045,934,4,9,5,2,1,38
6899,1539.9920016969484,Legacy,Sedan,0,2,101000,4,4x4,4,Right-hand drive,Silver,6,0,2,SUBARU,Petrol,Tiptronic,2004,6899,101000,1539.9920016969484,4,9,5,1,3,52
1960,1172,Edge,SUV,1,3.5,193013,6,4x4,4,Left wheel,White,12,0,3.5,FORD,Petrol,Automatic,2011,1960,193013,1172,6,10,5,1,1,14
20005,707,REXTON,SUV,1,2,200241,4,Front,4,Left wheel,Black,4,0,2,SSANGYONG,Diesel,Automatic,2011,20005,200241,707,4,10,2,2,1,51
11290,1535.94728510583,Prius,Hatchback,1,1.5,297600,4,Front,4,Left wheel,Sky blue,6,0,1.5,TOYOTA,Hybrid,Automatic,2007,11290,297600,1535.94728510583,4,4,3,2,1,54
13799,639,Sonata,Sedan,1,2,185302,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2014,13799,185302,639,4,9,4,2,1,21
2979,530,Veloster,Sedan,1,1.6,185570,4,Front,4,Left wheel,Black,12,0,1.6,HYUNDAI,Petrol,Automatic,2013,2979,185570,530,4,9,5,2,1,21
4861,1058,E 350,Sedan,1,3.5,128202,6,Rear,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2012,4861,128202,1058,6,9,2,3,1,33
7840,995.27476995422,PT Cruiser,Sedan,1,2,110000,4,Front,4,Left wheel,Beige,4,0,2,CHRYSLER,LPG,Tiptronic,2003,7840,110000,995.27476995422,4,9,4,2,3,8
6272,985.9318071878467,Astra 1600,Sedan,0,1.6,100000,4,Front,4,Left wheel,Blue,3,0,1.6,OPEL,Petrol,Manual,1999,6272,100000,985.9318071878467,4,9,5,2,2,39
31581,915,H1,Minivan,1,3,114142,4,Front,4,Left wheel,Silver,4,0,3,HYUNDAI,Diesel,Automatic,2014,31581,114142,915,4,7,2,2,1,21
42337,827.1533225305631,Transit,Microbus,0,2.2,56000,4,Rear,4,Left wheel,White,4,0,2.2,FORD,Diesel,Manual,2016,38124.099999999795,56000,827.1533225305631,4,6,2,3,2,14
251,584,Elantra,Sedan,1,1.8,40963,4,Front,4,Left wheel,Blue,12,0,1.8,HYUNDAI,Petrol,Automatic,2014,314,40963,584,4,9,5,2,1,21
9252,765,Sonata,Sedan,1,2,546691,4,Front,4,Left wheel,Orange,4,0,2,HYUNDAI,LPG,Automatic,2015,9252,328000,765,4,9,4,2,1,21
8467,1111,FIT,Hatchback,0,1.3,60000,4,Front,4,Right-hand drive,Black,4,0,1.3,HONDA,Hybrid,Variator,2012,8467,60000,1111,4,4,3,2,4,19
12388,1399,E 350,Sedan,1,3.5,189530,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2010,12388,189530,1399,6,9,2,1,1,33
627,585,Prius,Hatchback,1,1.8,247651,4,Front,4,Left wheel,Red,12,0,1.8,TOYOTA,Hybrid,Automatic,2013,627,247651,585,4,4,3,2,1,54
45734,1091,H1,Universal,1,2.5,61057,4,Front,4,Left wheel,Black,4,0,2.5,HYUNDAI,Diesel,Automatic,2016,38124.099999999795,61057,1091,4,11,2,2,1,21
19757,951.5219466044288,Sonata blue edition,Sedan,1,2.4,179200,4,Front,4,Left wheel,Grey,6,0,2.4,HYUNDAI,Hybrid,Tiptronic,2011,19757,179200,951.5219466044288,4,9,3,2,3,21
11299,639,Sonata,Sedan,1,2,54546,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,LPG,Automatic,2014,11299,54546,639,4,9,4,2,1,21
862,1249,Forester,SUV,1,2.5,74562,4,4x4,4,Left wheel,Grey,0,0,2.5,SUBARU,Petrol,Automatic,2017,862,74562,1249,4,10,5,1,1,52
1725,1292,CLS 55 AMG,Sedan,1,3,49968,6,4x4,4,Left wheel,White,12,0,3,MERCEDES-BENZ,Petrol,Automatic,2016,1725,49968,1292,6,9,5,1,1,33
10976,1049.0388898018377,E 220,Sedan,1,2.2,280000,4,Rear,4,Left wheel,Blue,5,0,2.2,MERCEDES-BENZ,Diesel,Tiptronic,2003,10976,280000,1049.0388898018377,4,9,2,3,3,33
251,1750,Highlander,SUV,1,3.3,318467,6,4x4,4,Left wheel,Blue,12,0,3.3,TOYOTA,Hybrid,Automatic,2008,314,318467,1597.7933519556452,6,10,3,1,1,54
1568,831,Equinox,SUV,1,2.4,80000,4,Front,4,Left wheel,White,12,0,2.4,CHEVROLET,Petrol,Automatic,2011,1568,80000,831,4,10,5,2,1,7
11177,502,Aqua,Hatchback,1,1.5,133682,4,Front,4,Left wheel,White,4,0,1.5,TOYOTA,Petrol,Automatic,2013,11177,133682,502,4,4,5,2,1,54
23138,836,Santa FE,SUV,1,2,188083,4,Front,4,Left wheel,Black,4,0,2,HYUNDAI,Diesel,Automatic,2010,23138,188083,836,4,10,2,2,1,21
10976,1511.2993565455934,Prius,Hatchback,0,1.5,259000,4,Front,4,Left wheel,White,2,0,1.5,TOYOTA,Hybrid,Variator,2005,10976,259000,1511.2993565455934,4,4,3,2,4,54
470,586,Prius,Hatchback,1,1.8,373634,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2012,470,328000,586,4,4,3,2,1,54
19757,878.5022029158607,Jetta,Sedan,1,2.5,120640,5,Front,4,Left wheel,Silver,6,0,2.5,VOLKSWAGEN,Petrol,Tiptronic,2012,19757,120640,878.5022029158607,5,9,5,2,3,57
314,1172,E 350,Sedan,1,3.5,132630,6,Rear,4,Left wheel,Silver,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2011,314,132630,1172,6,9,2,3,1,33
14113,308,Prius,SUV,1,1.8,339710,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2014,14113,328000,473,4,10,3,2,1,54
5959,1438,Combo,Goods wagon,0,1.7,235000,4,Rear,2,Left wheel,Blue,2,0,1.7,OPEL,Diesel,Manual,2003,5959,235000,1438,4,3,2,3,2,39
25089,684.0149502675368,RAV 4,SUV,0,2.5,83500,4,4x4,4,Left wheel,Carnelian red,4,0,2.5,TOYOTA,Petrol,Automatic,2012,25089,83500,684.0149502675368,4,10,5,1,1,54
16308,585,Elantra,Sedan,0,1.8,50545,4,Front,4,Left wheel,Grey,8,0,1.8,HYUNDAI,Petrol,Tiptronic,2013,16308,50545,585,4,9,5,2,3,21
6429,1282,Captiva,SUV,1,2,76198,4,Front,4,Left wheel,Silver,4,0,2,CHEVROLET,Diesel,Automatic,2007,6429,76198,1282,4,10,2,2,1,7
12544,639,Focus,Sedan,0,2,81000,4,Front,4,Left wheel,Grey,0,0,2,FORD,Petrol,Automatic,2014,12544,81000,639,4,9,5,2,1,14
549,1172,ES 350,Sedan,1,3.5,229736,6,Front,4,Left wheel,Grey,12,0,3.5,LEXUS,Petrol,Automatic,2011,549,229736,1172,6,9,5,2,1,29
7840,4508,320 M,Universal,0,1.9,183000,4,Rear,4,Right-hand drive,Black,6,0,1.9,BMW,Petrol,Tiptronic,2001,7840,183000,1597.7933519556452,4,11,5,3,3,4
4800,950.3033229905442,A6,Sedan,1,2.7,0,6,4x4,4,Left wheel,Silver,0,0,2.7,AUDI,Petrol,Automatic,2002,4800,2093.200000000008,950.3033229905442,6,9,5,1,1,3
862,1024,Escape,SUV,1,2.5,174926,4,Front,4,Left wheel,Grey,0,0,2.5,FORD,Hybrid,Automatic,2010,862,174926,1024,4,10,3,2,1,14
282,1399,RX 450,SUV,1,3.5,311949,6,Front,4,Left wheel,Silver,12,0,3.5,LEXUS,Hybrid,Automatic,2010,314,311949,1399,6,10,3,2,1,29
16599,531,Elantra,Sedan,1,1.6,125581,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2012,16599,125581,531,4,9,5,2,1,21
15367,562,500,Coupe,0,1.4,19000,4,Front,4,Left wheel,Grey,10,0,1.4,FIAT,Petrol,Manual,2015,15367,19000,562,4,2,5,2,2,13
11604,737.9529709035885,C 200,Sedan,0,2.2,299000,4,Rear,4,Left wheel,Silver,0,0,2.2,MERCEDES-BENZ,Diesel,Tiptronic,2003,11604,299000,737.9529709035885,4,9,2,3,3,33
23207,1338.5352859868224,RAV 4,SUV,1,2,167300,4,4x4,5,Left wheel,Blue,8,0,2,TOYOTA,Petrol,Variator,2010,23207,167300,1338.5352859868224,4,10,5,1,4,54
42651,783.371234148712,Sprinter VAN,Minivan,0,2.2,200000,4,Rear,4,Left wheel,Silver,2,0,2.2,MERCEDES-BENZ,Diesel,Manual,2007,38124.099999999795,200000,783.371234148712,4,7,2,3,2,33
40,1203.7792926249467,Prius,Sedan,0,1.8,256000,6,Front,4,Left wheel,White,1,0,1.8,TOYOTA,Hybrid,Automatic,2010,314,256000,1203.7792926249467,6,9,3,2,1,54
18503,1109.0304595611128,Prius,Sedan,0,1.8,162000,4,Front,4,Left wheel,Grey,12,0,1.8,TOYOTA,Petrol,Automatic,2010,18503,162000,1109.0304595611128,4,9,5,2,1,54
35736,777,H1,Minivan,1,2.5,110483,4,Front,4,Left wheel,Yellow,4,0,2.5,HYUNDAI,Diesel,Automatic,2014,35736,110483,777,4,7,2,2,1,21
25638,501,Aqua,Hatchback,1,1.5,35000,4,Front,4,Left wheel,Orange,4,0,1.5,TOYOTA,Petrol,Automatic,2014,25638,35000,501,4,4,5,2,1,54
15681,1393.0434464804134,Prius,Hatchback,0,1.8,0,4,Front,4,Left wheel,Grey,8,0,1.8,TOYOTA,Petrol,Automatic,2010,15681,2093.200000000008,1393.0434464804134,4,4,5,2,1,54
5331,1412.7832116619481,Astra,Goods wagon,0,1.6,0,4,Front,4,Left wheel,White,2,0,1.6,OPEL,CNG,Manual,1997,5331,2093.200000000008,1412.7832116619481,4,3,1,2,2,39
11917,753,Grandeur,Sedan,1,2.4,113824,4,Front,4,Left wheel,Black,4,0,2.4,HYUNDAI,Petrol,Automatic,2012,11917,113824,753,4,9,5,2,1,21
8154,1172,IS 350,Sedan,1,3.5,259066,6,4x4,4,Left wheel,Silver,12,0,3.5,LEXUS,Petrol,Automatic,2011,8154,259066,1172,6,9,5,1,1,29
7527,787.9239594025905,Vectra,Goods wagon,0,2.2,156000,4,4x4,4,Left wheel,Blue,2,0,2.2,OPEL,Diesel,Automatic,2004,7527,156000,787.9239594025905,4,3,2,1,1,39
